source,target
천천히 지워도 돼요,I can erase it slowly.
많은 생각이 나겠네요,I think you have a lot of thoughts.
좋은 선택입니다,Good choice
잘 하셨어요,Good job.
많은 생각이 나겠네요,I think you have a lot of thoughts.
고통의 연속이기도 하죠,It's a series of pain.
당신은 살 가치가 있는 소중한 사람이에요,You are a precious person who is worth a flesh.
정말 힘드신가봐요,I'm really hard.
맛있는 거 먹고 기분이 나아졌다면 걱정은 넣어두세요,"If you eat delicious and feel better, please put your worries"
당신을 위한 최고의 투자를 한 거예요,I did the best investment for you.
그렇게 살아가곤 해요,I live like that.
긴 시간인만큼 실감이 나지 않겠죠,I will not realize as long as a long time.
헤어지세요,I break up.
시작하기 딱 좋은 나이죠,It's just good to start.
더 많은 시간이 흐를 거예요,I have more time.
마음이 복잡한가봐요,I think the heart is complicated.
네 말씀하세요,"Yes, please."
그런 재활용도 안되는 사람은 이제 버리세요,Now that you should not be recycled?
똥차 가고 벤츠 올 거예요,It will go to Benz and Benz.
그 길에서 자신을 만나길 바랄게요,I want to meet myself on the road.
또 다른 미래가 펼쳐질 거예요,Another future will spread.
약을 발라 드릴게요,I'll give you medicine.
나쁜 사람이네요,I'm a bad person.
무덤덤해질 수 있거예요,I can become a tumbling.
저도 상처를 받아봤지요,I've been hurt.
마음을 보듬어주다가 자신의 마음이 다치기도 하니까요,"I'll give you your heart, and your heart is hurt."
금방 낫고 새 살이 돋을 거예요,It's just a better and a new flesh.
금방 낫고 새 살이 돋을 거예요,It's just a better and a new flesh.
그렇게 잊어가는 건가봐요,I think I forgot that.
알면서도 데이는 것,Knowing
저도 그렇게 생각해요,I think so
당신도 잘 살고 있길 바랄게요,I want you to live well.
맞는 말이에요,That's right.
그럴 수 있어요,I can.
신경 쓰지 마세요,Never mind
새 사람 만나면 돼요,I can meet a new person.
이젠 신경을 거둬두세요,"Now, let's get careful."
이별을 잊는 좋은 방법이기도 합니다,It's a good way to forget breaks.
지난 사랑은 걱정하지 말아요,Do not worry about the last love.
궁금해하지도 마세요,Do not even wonder.
당신의 새로운 시작 응원해요,I cheer for your new start.
힘든 시간이죠,It's hard time.
감성적인 시간이네요,I'm a emotional time.
잠 못 드는 밤이네요,It's a sleeping night.
그분 생각이 덜하면 좋을텐데요,It would be nice to have less your thoughts.
습관이 무섭죠,The habit is scary.
술이 웬수네요,It's a drink.
내일은 나은 하루이길 바랄게요,Tomorrow I want you to be a day.
약해지면 안돼요,I can not get weak.
왜 그 시간에 연락을 했을까요,Why did you contact that time?
미안해하지 않아도 돼요 새사람에게 충실하세요,I do not have to be sorry. Faithful to the new person
새장이 그리울 때도 있는걸요,It's time to miss the cage.
많은 용기가 필요했을 거예요,I have a lot of courage.
새해 복 많이 받으세요,happy New Year
마음처럼 쉽지 않은가봐요,I think it's easy as mind.
전 다른 일을 많이 벌려요 정신없이 바쁘면 잊혀지더라고요,I am a lot of other things I am very busy.
최선의 선택일 거라 믿어요,I believe it's the best choice.
변화의 시작이죠,It's the beginning of change.
이제 놓아버려요,Now I'm up.
마음의 준비를 해야 할지도 모르겠어요,I do not know if I have to prepare for my heart.
여러 번의 위기를 극복한 것처럼 극복해보세요,Overcome as to overcome several crisis
마음의 준비를 해야 할지도 모르겠어요,I do not know if I have to prepare for my heart.
많이 고민한 결과일거예요,It's a lot of recent results.
상대에 대한 예의가 없네요 당신이 버린 거라 생각하세요,I do not have any courtesy for your opponent. Think of you.
힘들겠어요,It's hard.
꿈이 현실이기 바랐지만,I wanted a dream to be a reality
제 생일도 축하해 주세요,Congratulations on your birthday
아른거리나요,It's an Article.
그게 진짜 사랑이죠,That's really love.
헤어짐은 처음이니까,It's the first time I break up.
그런 사람 만나요,Meet that person
누군가의 반대로 헤어졌나봐요,I have broken someone's opposite.
기억의 편린일 뿐이에요,It's just a convenience of memory.
앞으로가 중요한 거죠,It's important for the future.
곧 설레는 순간이 올 거예요,Soon the moment is the moment.
앞일은 알 수가 없나봐요,I do not know what to do.
가끔은 참지 말고 내려놓기도 하세요,"Sometimes, do not leave me."
달라지는게 없다면 인연이 거기까지 아닐까요,"If you do not have anything to change,"
실수할 수도 있지요,You can make a mistake.
재회가 쉽진 않아요,Reunion is not easy.
이뤄지지 못한 모든 사랑이야기죠,It's all love to do that I have not been done.
모든 일은 알기 어려워요,It's hard to know everything.
당신은 절대 혼자가 아니에요,You are never alone.
제가 영원을 약속할게요,I'll promise eternity.
하고싶었던 말을 해보세요,Tell me what I wanted to do
혼자이면서 함께하죠,I'm alone.
인생도 그럴 거예요,Life is also.
혼자 준비하기는 조금 벅찰텐대요,It's a little bit of preparing to be alone.
안 힘든 게 없네요,I do not have a hard time.
연락 확실하게 끊으세요,Contact Certainly hang up.
고히 간직하세요,Keep in high
많이 답답할거라 생각해요,I think I'll be a lot of frustrations.
이제 정말 안녕,Now it's really good
적어도 미련은 남지 않을 거예요,At least I will not leave.
후련하다니 다행이에요,I'm glad you're in relaxing.
실수했나봅니다,I think I made a mistake.
충분히 좋은 사람 만날 수 있을 거예요,I can meet enough person enough.
저도 충분히 이해되네요,I understand enough.
진심은 그렇지 않을거란 거 알아요,I know that I will not.
고민하고 있다면 늦기 전에 이별을 고하세요,"If you are troubled, make a separation before it's late."
몸 상하지 않게 조심하세요,Be careful not to do your body
너무 안맞으면 헤어지는 것이 서로에게 도움이 될지도 몰라요,"If you do not do it too, you may be helping to break up with each other."
확실한 거리두기,Make sure the distance
똥차 가고 벤츠 올 거예요,It will go to Benz and Benz.
당신은 죄가 없어요 그분의 죄만 있을 뿐,You do not have any sin.
혼자 힘들어하지 마세요,Do not be hard to do alone.
연락처 삭제하세요,Delete contacts
술 기운이 그렇죠,I do not think so.
후회하지 않길 바라요,I hope you will not regret it.
상대를 위한 배려가 부족했네요,I lacked care for the opponent.
한 잔하기 좋은 날이네요,It's a good day.
가끔은 괜찮아요,Sometimes it's okay.
연락하지마요,Do not contact us.
걱정되겠어요,I'm worried.
화장실 갈때 연락하라고 해봐요,Let me contact you when you go to the bathroom.
술이 웬수예요,It's a drink.
걱정되시겠어요,I'll worry.
약해지면 안돼요,I can not get weak.
상대에게 휘둘려선 안 돼요,I can not trap your opponent.
숙취해소제가 도움이 될까요,"Will the ruin,"
술은 끊는게 좋죠,It's better to stop drinking.
기억에 취해서 그럴 거예요,I do not remember it.
어디든 좋죠,Everywhere.
술은 끊는게 좋죠,It's better to stop drinking.
혹시 전화를 한 건 아니길 바랍니다,I hope you did not call it.
맨날 술이야,I am alcohol.
그분에게 술 취해 전화하는 것만 아니면 돼요,It's not just to call him.
후회하지 않을까요,I will not regret it.
감성적이기 딱 좋죠,I'm tired of emotional.
술 마시다가 더 무너져요,Drinking Drinking More
한 잔하기 좋은 날이죠,It's a good day.
숨 쉴 수 있을 때가 올 거예요,It will come when I can breathe.
숨 쉴 수 있어 다행이네요,I'm glad you can breathe.
다 티나요,Ti Tina
휴식도 필요하죠,I need a break.
쉽지 않겠죠,It's not easy.
힘내세요,cheer up
좀 더 관대해져도 괜찮아요,It's okay to be more generous.
확신이 들 때까지 준비해보세요,Prepare for conviction
약 드세요,Make medicine
상처에 약을 발라 드릴게요,I'll give you a medicine on your wound.
후회 상상 자책 모두 멈출 때가 됐어요,It's time to stop all the regret imagination.
후회 상상 자책 모두 멈출 때가 됐어요,It's time to stop all the regret imagination.
잘하고 있어요,I'm doing well.
다른 곳에서 행복을 찾아봐요,Find happiness from elsewhere.
슬픈 예감은 틀린 적이 없죠,Sad feeling is wrong.
슬픈 예감은 틀린 적이 없죠,Sad feeling is wrong.
솔직해서 상대에게 피해를 주는 게 아니라면 솔직해도 돼요,I can be honest if I do not give it to my opponent.
가벼운 운동으로 기분 전환 해보세요,Please feel like a light exercise
잠깐 고독한 것도 분위기 있을지도 몰라요,I do not know if it's a little lonely.
익숙함이 무서운 것 처럼요,"As you are scary,"
습관처럼은 되지 않길 바랄게요,I hope it will not be like a habit.
습관처럼은 되지 않길 바랄게요,I hope it will not be like a habit.
마음에게 준비할 시간을 주는 것이죠,It's time to prepare for your mind.
네 알겠습니다,all right
언젠간 눈물은 멈추고 시간은 계속 흐르거예요 그럼 괜찮아질 거예요,"Someday tears stop and the time will continue to flow, so it will be okay."
생각을 할 시간이 필요할 수 있어요 이별이 다가왔을지도,I need to need to think about it.
시간을 돌릴 수 없어요,I can not turn the time.
시간을 되돌릴 수 없어요,I can not revert to time.
시간은 지금도 흐르고 있어요,Time is still flowing.
건강하고 행복하게 사세요,Healthy and happy
시간의 마법이 통했나 봅니다,I see the magic of time.
좀 더 시간이 필요한 것 같네요,I think it needs a little more time.
눈에서 멀어진 순간 기억에 의존해서 살아서 그럴 거예요,I live in my eyes away from my eyes.
당분간은 더 힘들지 몰라요,I do not know if it's harder for the time being.
덤덤하게 익숙해지나봐요,I'm getting used to the dummer.
끝을 알 수 없는 거예요,I can not know the end.
비싼 거면 받아야죠,I have to get it expensive.
바로 잊기는 힘들 거예요,It's hard to forget right away.
더 행복해지려고 하나봐요,I'll try to be more happy.
